ID	Longitud	Latitud	Region_Homogenea	Departamento	Municipio	Inferior	Normal	Superior	Indice	Porcentaje
1	-81.375	13.375	San Andrés y Providencia	ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA	PROVIDENCIA	21.8	22.8	55.4	3	55.4
2	-81.375	13.325	San Andrés y Providencia	ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA	PROVIDENCIA	21.8	22.9	55.3	3	55.3
3	-81.725	12.575	San Andrés y Providencia	ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA	SAN ANDRÉS	19.9	34.3	45.7	3	45.7
4	-81.675	12.575	San Andrés y Providencia	ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA	SAN ANDRÉS	18.1	31.4	50.5	3	50.5
5	-81.725	12.525	San Andrés y Providencia	ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA	SAN ANDRÉS	20.8	32.4	46.8	3	46.8
6	-81.725	12.475	San Andrés y Providencia	ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA	SAN ANDRÉS	20.5	31.6	47.9	3	47.9
7	-71.675	12.475	Caribe - Cesar	LA GUAJIRA	URIBIA	24.4	19.2	56.3	3	56.3
8	-71.725	12.425	Caribe - Cesar	LA GUAJIRA	URIBIA	24.1	9.2	66.7	3	66.7
9	-71.675	12.425	Caribe - Cesar	LA GUAJIRA	URIBIA	24.5	15.4	60.1	3	60.1
10	-71.625	12.425	Caribe - Cesar	LA GUAJIRA	URIBIA	23.8	16.4	59.7	3	59.7
11	-71.575	12.425	Caribe - Cesar	LA GUAJIRA	URIBIA	22.7	21.7	55.6	3	55.6
12	-71.525	12.425	Caribe - Cesar	LA GUAJIRA	URIBIA	23.8	23.2	53	3	53
13	-71.475	12.425	Caribe - Cesar	LA GUAJIRA	URIBIA	25.4	21.7	53	3	53
14	-71.875	12.375	Caribe - Cesar	LA GUAJIRA	URIBIA	15.6	19.4	65	3	65
15	-71.825	12.375	Caribe - Cesar	LA GUAJIRA	URIBIA	16.7	17.3	66	3	66
16	-71.775	12.375	Caribe - Cesar	LA GUAJIRA	URIBIA	20.2	16.5	63.3	3	63.3
17	-71.725	12.375	Caribe - Cesar	LA GUAJIRA	URIBIA	26	6.4	67.5	3	67.5
18	-71.675	12.375	Caribe - Cesar	LA GUAJIRA	URIBIA	26.6	12.8	60.6	3	60.6
19	-71.625	12.375	Caribe - Cesar	LA GUAJIRA	URIBIA	25.7	12	62.3	3	62.3
20	-71.575	12.375	Caribe - Cesar	LA GUAJIRA	URIBIA	23.4	22.2	54.5	3	54.5
21	-71.525	12.375	Caribe - Cesar	LA GUAJIRA	URIBIA	25.1	25.4	49.5	3	49.5
22	-71.475	12.375	Caribe - Cesar	LA GUAJIRA	URIBIA	22.7	22.8	54.5	3	54.5
23	-71.425	12.375	Caribe - Cesar	LA GUAJIRA	URIBIA	25.8	16	58.2	3	58.2
24	-71.375	12.375	Caribe - Cesar	LA GUAJIRA	URIBIA	35.9	15.7	48.3	3	48.3
25	-71.325	12.375	Caribe - Cesar	LA GUAJIRA	URIBIA	38.1	17.7	44.2	3	44.2
26	-71.925	12.325	Caribe - Cesar	LA GUAJIRA	URIBIA	16.3	18	65.7	3	65.7
27	-71.875	12.325	Caribe - Cesar	LA GUAJIRA	URIBIA	15	19.6	65.4	3	65.4
28	-71.825	12.325	Caribe - Cesar	LA GUAJIRA	URIBIA	17.7	16.3	65.9	3	65.9
29	-71.775	12.325	Caribe - Cesar	LA GUAJIRA	URIBIA	18.9	16.8	64.3	3	64.3
30	-71.725	12.325	Caribe - Cesar	LA GUAJIRA	URIBIA	25.7	11.1	63.2	3	63.2
31	-71.675	12.325	Caribe - Cesar	LA GUAJIRA	URIBIA	31.8	6.7	61.5	3	61.5
32	-71.625	12.325	Caribe - Cesar	LA GUAJIRA	URIBIA	29.3	10.3	60.4	3	60.4
33	-71.575	12.325	Caribe - Cesar	LA GUAJIRA	URIBIA	28.2	13.1	58.6	3	58.6
34	-71.525	12.325	Caribe - Cesar	LA GUAJIRA	URIBIA	29.1	13.6	57.3	3	57.3
35	-71.475	12.325	Caribe - Cesar	LA GUAJIRA	URIBIA	27.6	19.2	53.1	3	53.1
36	-71.425	12.325	Caribe - Cesar	LA GUAJIRA	URIBIA	26.1	14.5	59.4	3	59.4
37	-71.375	12.325	Caribe - Cesar	LA GUAJIRA	URIBIA	33.7	18.9	47.4	3	47.4
38	-71.325	12.325	Caribe - Cesar	LA GUAJIRA	URIBIA	36	17.3	46.7	3	46.7
39	-71.275	12.325	Caribe - Cesar	LA GUAJIRA	URIBIA	36.7	10.1	53.2	3	53.2
40	-71.225	12.325	Caribe - Cesar	LA GUAJIRA	URIBIA	30	25.7	44.3	3	44.3
41	-71.975	12.275	Caribe - Cesar	LA GUAJIRA	URIBIA	11.6	26.9	61.5	3	61.5
42	-71.925	12.275	Caribe - Cesar	LA GUAJIRA	URIBIA	17.4	19.6	63	3	63
43	-71.875	12.275	Caribe - Cesar	LA GUAJIRA	URIBIA	13.7	22.6	63.7	3	63.7
44	-71.825	12.275	Caribe - Cesar	LA GUAJIRA	URIBIA	16.3	19.9	63.8	3	63.8
45	-71.775	12.275	Caribe - Cesar	LA GUAJIRA	URIBIA	17	18.1	64.9	3	64.9
46	-71.725	12.275	Caribe - Cesar	LA GUAJIRA	URIBIA	-1	-1	-1	-999	-999
47	-71.675	12.275	Caribe - Cesar	LA GUAJIRA	URIBIA	26.3	27.1	46.5	3	46.5
48	-71.625	12.275	Caribe - Cesar	LA GUAJIRA	URIBIA	28.6	15.1	56.3	3	56.3
49	-71.575	12.275	Caribe - Cesar	LA GUAJIRA	URIBIA	27.7	12.2	60	3	60
50	-71.525	12.275	Caribe - Cesar	LA GUAJIRA	URIBIA	29.8	13.3	57	3	57
51	-71.475	12.275	Caribe - Cesar	LA GUAJIRA	URIBIA	25.3	16.3	58.5	3	58.5
52	-71.425	12.275	Caribe - Cesar	LA GUAJIRA	URIBIA	26.9	15.5	57.6	3	57.6
53	-71.375	12.275	Caribe - Cesar	LA GUAJIRA	URIBIA	27.9	14	58	3	58
54	-71.325	12.275	Caribe - Cesar	LA GUAJIRA	URIBIA	36.6	17	46.4	3	46.4
55	-71.275	12.275	Caribe - Cesar	LA GUAJIRA	URIBIA	36.7	13.1	50.1	3	50.1
56	-71.225	12.275	Caribe - Cesar	LA GUAJIRA	URIBIA	29	24.4	46.6	3	46.6
57	-72.175	12.225	Caribe - Cesar	LA GUAJIRA	URIBIA	16.1	24.3	59.7	3	59.7
58	-72.125	12.225	Caribe - Cesar	LA GUAJIRA	URIBIA	9.6	28.6	61.8	3	61.8
59	-72.075	12.225	Caribe - Cesar	LA GUAJIRA	URIBIA	9.6	30.7	59.7	3	59.7
60	-72.025	12.225	Caribe - Cesar	LA GUAJIRA	URIBIA	-1	-1	-1	-999	-999
61	-71.975	12.225	Caribe - Cesar	LA GUAJIRA	URIBIA	38.7	0	61.3	3	61.3
62	-71.875	12.225	Caribe - Cesar	LA GUAJIRA	URIBIA	16.7	19.2	64	3	64
63	-71.825	12.225	Caribe - Cesar	LA GUAJIRA	URIBIA	15.3	22.2	62.5	3	62.5
64	-71.775	12.225	Caribe - Cesar	LA GUAJIRA	URIBIA	21.6	16.5	61.9	3	61.9
65	-71.725	12.225	Caribe - Cesar	LA GUAJIRA	URIBIA	-1	-1	-1	-999	-999
66	-71.675	12.225	Caribe - Cesar	LA GUAJIRA	URIBIA	-1	-1	-1	-999	-999
67	-71.625	12.225	Caribe - Cesar	LA GUAJIRA	URIBIA	-1	-1	-1	-999	-999
68	-71.575	12.225	Caribe - Cesar	LA GUAJIRA	URIBIA	19.5	36.1	44.4	3	44.4
69	-71.525	12.225	Caribe - Cesar	LA GUAJIRA	URIBIA	30.9	16	53.1	3	53.1
70	-71.475	12.225	Caribe - Cesar	LA GUAJIRA	URIBIA	32	13.7	54.3	3	54.3
71	-71.425	12.225	Caribe - Cesar	LA GUAJIRA	URIBIA	32.4	14.2	53.4	3	53.4
72	-71.375	12.225	Caribe - Cesar	LA GUAJIRA	URIBIA	30.4	15.3	54.3	3	54.3
73	-71.325	12.225	Caribe - Cesar	LA GUAJIRA	URIBIA	34.9	15.4	49.7	3	49.7
74	-71.275	12.225	Caribe - Cesar	LA GUAJIRA	URIBIA	36	14.7	49.3	3	49.3
75	-71.225	12.225	Caribe - Cesar	LA GUAJIRA	URIBIA	34.6	15.9	49.5	3	49.5
76	-71.175	12.225	Caribe - Cesar	LA GUAJIRA	URIBIA	35.8	15.3	48.9	3	48.9
77	-72.175	12.175	Caribe - Cesar	LA GUAJIRA	URIBIA	10.3	28	61.8	3	61.8
78	-72.125	12.175	Caribe - Cesar	LA GUAJIRA	URIBIA	8.9	28.5	62.6	3	62.6
79	-72.075	12.175	Caribe - Cesar	LA GUAJIRA	URIBIA	10.3	25.8	63.9	3	63.9
80	-72.025	12.175	Caribe - Cesar	LA GUAJIRA	URIBIA	38.7	0	61.3	3	61.3
81	-71.975	12.175	Caribe - Cesar	LA GUAJIRA	URIBIA	49.2	0	50.8	3	50.8
82	-71.925	12.175	Caribe - Cesar	LA GUAJIRA	URIBIA	18.5	32.3	49.2	3	49.2
83	-71.875	12.175	Caribe - Cesar	LA GUAJIRA	URIBIA	20.2	12.8	67	3	67
84	-71.825	12.175	Caribe - Cesar	LA GUAJIRA	URIBIA	15.7	16.4	67.9	3	67.9
85	-71.775	12.175	Caribe - Cesar	LA GUAJIRA	URIBIA	22.1	11.3	66.7	3	66.7
86	-71.725	12.175	Caribe - Cesar	LA GUAJIRA	URIBIA	29.7	6.7	63.6	3	63.6
87	-71.675	12.175	Caribe - Cesar	LA GUAJIRA	URIBIA	-1	-1	-1	-999	-999
88	-71.625	12.175	Caribe - Cesar	LA GUAJIRA	URIBIA	-1	-1	-1	-999	-999
89	-71.575	12.175	Caribe - Cesar	LA GUAJIRA	URIBIA	-1	-1	-1	-999	-999
90	-71.525	12.175	Caribe - Cesar	LA GUAJIRA	URIBIA	-1	-1	-1	-999	-999
91	-71.475	12.175	Caribe - Cesar	LA GUAJIRA	URIBIA	31.9	13.3	54.8	3	54.8
92	-71.425	12.175	Caribe - Cesar	LA GUAJIRA	URIBIA	30.6	15.7	53.7	3	53.7
93	-71.375	12.175	Caribe - Cesar	LA GUAJIRA	URIBIA	30.1	16.5	53.4	3	53.4
94	-71.325	12.175	Caribe - Cesar	LA GUAJIRA	URIBIA	35.3	14.5	50.1	3	50.1
95	-71.275	12.175	Caribe - Cesar	LA GUAJIRA	URIBIA	34.4	19.8	45.8	3	45.8
96	-71.225	12.175	Caribe - Cesar	LA GUAJIRA	URIBIA	31.8	19.7	48.5	3	48.5
97	-71.175	12.175	Caribe - Cesar	LA GUAJIRA	URIBIA	31.7	20	48.2	3	48.2
98	-72.125	12.125	Caribe - Cesar	LA GUAJIRA	URIBIA	9.1	26.5	64.4	3	64.4
99	-72.075	12.125	Caribe - Cesar	LA GUAJIRA	URIBIA	8.7	28.1	63.2	3	63.2
100	-72.025	12.125	Caribe - Cesar	LA GUAJIRA	URIBIA	40.9	0	59.1	3	59.1
101	-71.975	12.125	Caribe - Cesar	LA GUAJIRA	URIBIA	36.2	0	63.8	3	63.8
102	-71.925	12.125	Caribe - Cesar	LA GUAJIRA	URIBIA	9.9	44.4	45.7	3	45.7
103	-71.875	12.125	Caribe - Cesar	LA GUAJIRA	URIBIA	36.9	0	63.1	3	63.1
104	-71.825	12.125	Caribe - Cesar	LA GUAJIRA	URIBIA	-1	-1	-1	-999	-999
105	-71.775	12.125	Caribe - Cesar	LA GUAJIRA	URIBIA	38.7	0	61.3	3	61.3
106	-71.725	12.125	Caribe - Cesar	LA GUAJIRA	URIBIA	24.5	14.4	61.1	3	61.1
107	-71.675	12.125	Caribe - Cesar	LA GUAJIRA	URIBIA	34.7	0	65.3	3	65.3
108	-71.625	12.125	Caribe - Cesar	LA GUAJIRA	URIBIA	-1	-1	-1	-999	-999
109	-71.575	12.125	Caribe - Cesar	LA GUAJIRA	URIBIA	-1	-1	-1	-999	-999
110	-71.525	12.125	Caribe - Cesar	LA GUAJIRA	URIBIA	-1	-1	-1	-999	-999
111	-71.475	12.125	Caribe - Cesar	LA GUAJIRA	URIBIA	31.8	14	54.2	3	54.2
112	-71.425	12.125	Caribe - Cesar	LA GUAJIRA	URIBIA	31	16.2	52.8	3	52.8
113	-71.375	12.125	Caribe - Cesar	LA GUAJIRA	URIBIA	32.5	13.9	53.5	3	53.5
114	-71.325	12.125	Caribe - Cesar	LA GUAJIRA	URIBIA	31.3	15.8	52.9	3	52.9
115	-71.275	12.125	Caribe - Cesar	LA GUAJIRA	URIBIA	34.3	18.5	47.2	3	47.2
116	-71.225	12.125	Caribe - Cesar	LA GUAJIRA	URIBIA	31.9	17.5	50.5	3	50.5
117	-71.175	12.125	Caribe - Cesar	LA GUAJIRA	URIBIA	32.9	19.7	47.4	3	47.4
118	-71.125	12.125	Caribe - Cesar	LA GUAJIRA	URIBIA	32.5	23.8	43.7	3	43.7
119	-72.175	12.075	Caribe - Cesar	LA GUAJIRA	URIBIA	7.8	24.9	67.3	3	67.3
120	-72.125	12.075	Caribe - Cesar	LA GUAJIRA	URIBIA	9.7	26.4	63.9	3	63.9
121	-72.075	12.075	Caribe - Cesar	LA GUAJIRA	URIBIA	37	0	63	3	63
122	-72.025	12.075	Caribe - Cesar	LA GUAJIRA	URIBIA	37.4	0	62.6	3	62.6
123	-71.975	12.075	Caribe - Cesar	LA GUAJIRA	URIBIA	38.4	0	61.6	3	61.6
124	-71.925	12.075	Caribe - Cesar	LA GUAJIRA	URIBIA	32.8	0	67.2	3	67.2
125	-71.875	12.075	Caribe - Cesar	LA GUAJIRA	URIBIA	-1	-1	-1	-999	-999
126	-71.825	12.075	Caribe - Cesar	LA GUAJIRA	URIBIA	-1	-1	-1	-999	-999
127	-71.775	12.075	Caribe - Cesar	LA GUAJIRA	URIBIA	-1	-1	-1	-999	-999
128	-71.725	12.075	Caribe - Cesar	LA GUAJIRA	URIBIA	44.2	0	55.8	3	55.8
129	-71.675	12.075	Caribe - Cesar	LA GUAJIRA	URIBIA	34.9	0	65.1	3	65.1
130	-71.625	12.075	Caribe - Cesar	LA GUAJIRA	URIBIA	-1	-1	-1	-999	-999
131	-71.575	12.075	Caribe - Cesar	LA GUAJIRA	URIBIA	-1	-1	-1	-999	-999
132	-71.525	12.075	Caribe - Cesar	LA GUAJIRA	URIBIA	-1	-1	-1	-999	-999
133	-71.475	12.075	Caribe - Cesar	LA GUAJIRA	URIBIA	27.9	20.9	51.2	3	51.2
134	-71.425	12.075	Caribe - Cesar	LA GUAJIRA	URIBIA	29.8	10.7	59.5	3	59.5
135	-71.375	12.075	Caribe - Cesar	LA GUAJIRA	URIBIA	29.5	17.6	52.9	3	52.9
136	-71.325	12.075	Caribe - Cesar	LA GUAJIRA	URIBIA	28.5	18.7	52.8	3	52.8
137	-71.275	12.075	Caribe - Cesar	LA GUAJIRA	URIBIA	32.2	21.3	46.5	3	46.5
138	-71.225	12.075	Caribe - Cesar	LA GUAJIRA	URIBIA	29.4	22.6	48	3	48
139	-71.175	12.075	Caribe - Cesar	LA GUAJIRA	URIBIA	30.7	22.9	46.5	3	46.5
140	-71.125	12.075	Caribe - Cesar	LA GUAJIRA	URIBIA	31.9	20.2	47.9	3	47.9
141	-72.175	12.025	Caribe - Cesar	LA GUAJIRA	URIBIA	9.8	27.7	62.4	3	62.4
142	-72.125	12.025	Caribe - Cesar	LA GUAJIRA	URIBIA	10.6	26.3	63.1	3	63.1
143	-72.075	12.025	Caribe - Cesar	LA GUAJIRA	URIBIA	8.5	52.9	38.6	2	52.9
144	-72.025	12.025	Caribe - Cesar	LA GUAJIRA	URIBIA	37.7	0	62.3	3	62.3
145	-71.975	12.025	Caribe - Cesar	LA GUAJIRA	URIBIA	37.7	0	62.3	3	62.3
146	-71.925	12.025	Caribe - Cesar	LA GUAJIRA	URIBIA	38.7	0	61.3	3	61.3
147	-71.875	12.025	Caribe - Cesar	LA GUAJIRA	URIBIA	-1	-1	-1	-999	-999
148	-71.825	12.025	Caribe - Cesar	LA GUAJIRA	URIBIA	-1	-1	-1	-999	-999
149	-71.775	12.025	Caribe - Cesar	LA GUAJIRA	URIBIA	-1	-1	-1	-999	-999
150	-71.725	12.025	Caribe - Cesar	LA GUAJIRA	URIBIA	-1	-1	-1	-999	-999
151	-71.675	12.025	Caribe - Cesar	LA GUAJIRA	URIBIA	-1	-1	-1	-999	-999
152	-71.625	12.025	Caribe - Cesar	LA GUAJIRA	URIBIA	-1	-1	-1	-999	-999
153	-71.575	12.025	Caribe - Cesar	LA GUAJIRA	URIBIA	41.7	0	58.3	3	58.3
154	-71.525	12.025	Caribe - Cesar	LA GUAJIRA	URIBIA	28.6	10.5	60.9	3	60.9
155	-71.475	12.025	Caribe - Cesar	LA GUAJIRA	URIBIA	27.3	10.6	62.1	3	62.1
156	-71.425	12.025	Caribe - Cesar	LA GUAJIRA	URIBIA	27.6	11.5	60.9	3	60.9
157	-71.375	12.025	Caribe - Cesar	LA GUAJIRA	URIBIA	25.4	15.7	58.8	3	58.8
158	-71.325	12.025	Caribe - Cesar	LA GUAJIRA	URIBIA	25.2	14.3	60.4	3	60.4
159	-71.275	12.025	Caribe - Cesar	LA GUAJIRA	URIBIA	27.7	15.7	56.6	3	56.6
160	-71.225	12.025	Caribe - Cesar	LA GUAJIRA	URIBIA	32.2	17.2	50.5	3	50.5
161	-71.175	12.025	Caribe - Cesar	LA GUAJIRA	URIBIA	30	24.7	45.3	3	45.3
162	-71.125	12.025	Caribe - Cesar	LA GUAJIRA	URIBIA	30.6	23.5	45.9	3	45.9
163	-72.225	11.975	Caribe - Cesar	LA GUAJIRA	URIBIA	10.9	23.2	65.9	3	65.9
164	-72.175	11.975	Caribe - Cesar	LA GUAJIRA	URIBIA	14.8	28.2	57	3	57
165	-72.125	11.975	Caribe - Cesar	LA GUAJIRA	URIBIA	19.4	18.7	61.9	3	61.9
166	-72.075	11.975	Caribe - Cesar	LA GUAJIRA	URIBIA	5.8	54.9	39.3	2	54.9
167	-72.025	11.975	Caribe - Cesar	LA GUAJIRA	URIBIA	38.4	0	61.6	3	61.6
168	-71.975	11.975	Caribe - Cesar	LA GUAJIRA	URIBIA	-1	-1	-1	-999	-999
169	-71.925	11.975	Caribe - Cesar	LA GUAJIRA	URIBIA	-1	-1	-1	-999	-999
170	-71.875	11.975	Caribe - Cesar	LA GUAJIRA	URIBIA	-1	-1	-1	-999	-999
171	-71.825	11.975	Caribe - Cesar	LA GUAJIRA	URIBIA	-1	-1	-1	-999	-999
172	-71.775	11.975	Caribe - Cesar	LA GUAJIRA	URIBIA	-1	-1	-1	-999	-999
173	-71.725	11.975	Caribe - Cesar	LA GUAJIRA	URIBIA	-1	-1	-1	-999	-999
174	-71.675	11.975	Caribe - Cesar	LA GUAJIRA	URIBIA	-1	-1	-1	-999	-999
175	-71.625	11.975	Caribe - Cesar	LA GUAJIRA	URIBIA	33.3	8.2	58.4	3	58.4
176	-71.575	11.975	Caribe - Cesar	LA GUAJIRA	URIBIA	40	0	60	3	60
177	-71.525	11.975	Caribe - Cesar	LA GUAJIRA	URIBIA	30.9	13.2	55.9	3	55.9
178	-71.475	11.975	Caribe - Cesar	LA GUAJIRA	URIBIA	28.2	8.2	63.7	3	63.7
179	-71.425	11.975	Caribe - Cesar	LA GUAJIRA	URIBIA	26	11.5	62.5	3	62.5
180	-71.375	11.975	Caribe - Cesar	LA GUAJIRA	URIBIA	23.4	15.6	61	3	61
181	-71.325	11.975	Caribe - Cesar	LA GUAJIRA	URIBIA	25.5	20.1	54.4	3	54.4
182	-71.275	11.975	Caribe - Cesar	LA GUAJIRA	URIBIA	26.8	15.2	58	3	58
183	-71.225	11.975	Caribe - Cesar	LA GUAJIRA	URIBIA	33.6	20	46.4	3	46.4
184	-71.175	11.975	Caribe - Cesar	LA GUAJIRA	URIBIA	33.8	17.7	48.5	3	48.5
185	-72.225	11.925	Caribe - Cesar	LA GUAJIRA	URIBIA	13	22.6	64.4	3	64.4
186	-72.175	11.925	Caribe - Cesar	LA GUAJIRA	URIBIA	15.6	27.5	56.9	3	56.9
187	-72.125	11.925	Caribe - Cesar	LA GUAJIRA	URIBIA	37.3	0	62.7	3	62.7
188	-72.075	11.925	Caribe - Cesar	LA GUAJIRA	URIBIA	38.7	0	61.3	3	61.3
189	-72.025	11.925	Caribe - Cesar	LA GUAJIRA	URIBIA	-1	-1	-1	-999	-999
190	-71.975	11.925	Caribe - Cesar	LA GUAJIRA	URIBIA	-1	-1	-1	-999	-999
191	-71.925	11.925	Caribe - Cesar	LA GUAJIRA	URIBIA	-1	-1	-1	-999	-999
192	-71.875	11.925	Caribe - Cesar	LA GUAJIRA	URIBIA	-1	-1	-1	-999	-999
193	-71.825	11.925	Caribe - Cesar	LA GUAJIRA	URIBIA	-1	-1	-1	-999	-999
194	-71.775	11.925	Caribe - Cesar	LA GUAJIRA	URIBIA	-1	-1	-1	-999	-999
195	-71.725	11.925	Caribe - Cesar	LA GUAJIRA	URIBIA	18	21.3	60.7	3	60.7
196	-71.675	11.925	Caribe - Cesar	LA GUAJIRA	URIBIA	29	7.8	63.2	3	63.2
197	-71.625	11.925	Caribe - Cesar	LA GUAJIRA	URIBIA	29.5	9.1	61.4	3	61.4
198	-71.575	11.925	Caribe - Cesar	LA GUAJIRA	URIBIA	29	15	55.9	3	55.9
199	-71.525	11.925	Caribe - Cesar	LA GUAJIRA	URIBIA	34.8	0	65.2	3	65.2
200	-71.475	11.925	Caribe - Cesar	LA GUAJIRA	URIBIA	22.9	17.7	59.4	3	59.4
201	-71.425	11.925	Caribe - Cesar	LA GUAJIRA	URIBIA	17.9	21.1	61	3	61
202	-71.375	11.925	Caribe - Cesar	LA GUAJIRA	URIBIA	25.4	15.4	59.2	3	59.2
203	-71.325	11.925	Caribe - Cesar	LA GUAJIRA	URIBIA	25.8	18.6	55.6	3	55.6
204	-71.275	11.925	Caribe - Cesar	LA GUAJIRA	URIBIA	23.9	18.3	57.8	3	57.8
205	-72.325	11.875	Caribe - Cesar	LA GUAJIRA	URIBIA	9.7	22.2	68.1	3	68.1
206	-72.275	11.875	Caribe - Cesar	LA GUAJIRA	URIBIA	11.4	21.3	67.4	3	67.4
207	-72.225	11.875	Caribe - Cesar	LA GUAJIRA	URIBIA	30.1	0	69.9	3	69.9
208	-72.175	11.875	Caribe - Cesar	LA GUAJIRA	URIBIA	34.5	0	65.5	3	65.5
209	-72.125	11.875	Caribe - Cesar	LA GUAJIRA	URIBIA	38.4	0	61.6	3	61.6
210	-72.075	11.875	Caribe - Cesar	LA GUAJIRA	URIBIA	51.5	0	48.5	1	51.5
211	-72.025	11.875	Caribe - Cesar	LA GUAJIRA	URIBIA	38.6	0	61.4	3	61.4
212	-71.975	11.875	Caribe - Cesar	LA GUAJIRA	URIBIA	-1	-1	-1	-999	-999
213	-71.925	11.875	Caribe - Cesar	LA GUAJIRA	URIBIA	-1	-1	-1	-999	-999
214	-71.875	11.875	Caribe - Cesar	LA GUAJIRA	URIBIA	-1	-1	-1	-999	-999
215	-71.825	11.875	Caribe - Cesar	LA GUAJIRA	URIBIA	-1	-1	-1	-999	-999
216	-71.775	11.875	Caribe - Cesar	LA GUAJIRA	URIBIA	-1	-1	-1	-999	-999
217	-71.725	11.875	Caribe - Cesar	LA GUAJIRA	URIBIA	28.5	10.3	61.2	3	61.2
218	-71.675	11.875	Caribe - Cesar	LA GUAJIRA	URIBIA	29.6	7.1	63.3	3	63.3
219	-71.625	11.875	Caribe - Cesar	LA GUAJIRA	URIBIA	30.3	8.8	60.9	3	60.9
220	-71.575	11.875	Caribe - Cesar	LA GUAJIRA	URIBIA	33.6	0	66.4	3	66.4
221	-71.525	11.875	Caribe - Cesar	LA GUAJIRA	URIBIA	38.7	0	61.3	3	61.3
222	-71.475	11.875	Caribe - Cesar	LA GUAJIRA	URIBIA	-1	-1	-1	-999	-999
223	-71.425	11.875	Caribe - Cesar	LA GUAJIRA	URIBIA	-1	-1	-1	-999	-999
224	-71.375	11.875	Caribe - Cesar	LA GUAJIRA	URIBIA	32.5	11.5	56	3	56
225	-71.325	11.875	Caribe - Cesar	LA GUAJIRA	URIBIA	23.9	18.7	57.4	3	57.4
226	-72.375	11.825	Caribe - Cesar	LA GUAJIRA	MANAURE	15.7	18.1	66.2	3	66.2
227	-72.325	11.825	Caribe - Cesar	LA GUAJIRA	URIBIA	12.5	13.3	74.2	3	74.2
228	-72.275	11.825	Caribe - Cesar	LA GUAJIRA	URIBIA	23.7	0	76.3	3	76.3
229	-72.225	11.825	Caribe - Cesar	LA GUAJIRA	URIBIA	33.9	0	66.1	3	66.1
230	-72.175	11.825	Caribe - Cesar	LA GUAJIRA	URIBIA	33.9	0	66.1	3	66.1
231	-72.125	11.825	Caribe - Cesar	LA GUAJIRA	URIBIA	33.9	0	66.1	3	66.1
232	-72.075	11.825	Caribe - Cesar	LA GUAJIRA	URIBIA	33.2	0	66.8	3	66.8
233	-72.025	11.825	Caribe - Cesar	LA GUAJIRA	URIBIA	-1	-1	-1	-999	-999
234	-71.975	11.825	Caribe - Cesar	LA GUAJIRA	URIBIA	-1	-1	-1	-999	-999
235	-71.925	11.825	Caribe - Cesar	LA GUAJIRA	URIBIA	-1	-1	-1	-999	-999
236	-71.875	11.825	Caribe - Cesar	LA GUAJIRA	URIBIA	-1	-1	-1	-999	-999
237	-71.825	11.825	Caribe - Cesar	LA GUAJIRA	URIBIA	-1	-1	-1	-999	-999
238	-71.775	11.825	Caribe - Cesar	LA GUAJIRA	URIBIA	-1	-1	-1	-999	-999
239	-71.725	11.825	Caribe - Cesar	LA GUAJIRA	URIBIA	-1	-1	-1	-999	-999
240	-71.675	11.825	Caribe - Cesar	LA GUAJIRA	URIBIA	-1	-1	-1	-999	-999
241	-71.625	11.825	Caribe - Cesar	LA GUAJIRA	URIBIA	-1	-1	-1	-999	-999
242	-71.575	11.825	Caribe - Cesar	LA GUAJIRA	URIBIA	-1	-1	-1	-999	-999
243	-71.525	11.825	Caribe - Cesar	LA GUAJIRA	URIBIA	-1	-1	-1	-999	-999
244	-71.475	11.825	Caribe - Cesar	LA GUAJIRA	URIBIA	52.8	0	47.2	1	52.8
245	-71.425	11.825	Caribe - Cesar	LA GUAJIRA	URIBIA	20.9	15.6	63.5	3	63.5
246	-71.375	11.825	Caribe - Cesar	LA GUAJIRA	URIBIA	24.5	12.7	62.7	3	62.7
247	-71.325	11.825	Caribe - Cesar	LA GUAJIRA	URIBIA	23.9	15.5	60.6	3	60.6
248	-72.525	11.775	Caribe - Cesar	LA GUAJIRA	MANAURE	20.2	10.3	69.5	3	69.5
249	-72.475	11.775	Caribe - Cesar	LA GUAJIRA	MANAURE	19.3	9	71.6	3	71.6
250	-72.425	11.775	Caribe - Cesar	LA GUAJIRA	MANAURE	16.1	14.6	69.3	3	69.3
251	-72.375	11.775	Caribe - Cesar	LA GUAJIRA	MANAURE	13.6	18.4	68.1	3	68.1
252	-72.325	11.775	Caribe - Cesar	LA GUAJIRA	URIBIA	16	12.1	71.9	3	71.9
253	-72.275	11.775	Caribe - Cesar	LA GUAJIRA	URIBIA	28.4	0	71.6	3	71.6
254	-72.225	11.775	Caribe - Cesar	LA GUAJIRA	URIBIA	35.3	0	64.7	3	64.7
255	-72.175	11.775	Caribe - Cesar	LA GUAJIRA	URIBIA	34.5	0	65.5	3	65.5
