ID	Longitud	Latitud	Region_Homogenea	Departamento	Municipio	Inferior	Normal	Superior	Indice	Porcentaje
14221	-71.625	4.975	Orinoquia occidental	CASANARE	OROCUÉ	15.4	17.3	67.3	3	67.3
14222	-71.575	4.975	Orinoquia occidental	CASANARE	OROCUÉ	15.2	15.6	69.3	3	69.3
14223	-71.525	4.975	Orinoquia occidental	CASANARE	OROCUÉ	14.6	15.2	70.2	3	70.2
14224	-71.475	4.975	Orinoquia occidental	CASANARE	OROCUÉ	13.9	20.7	65.4	3	65.4
14225	-71.425	4.975	Orinoquia occidental	CASANARE	OROCUÉ	13.8	20	66.2	3	66.2
14226	-71.375	4.975	Orinoquia occidental	CASANARE	OROCUÉ	13.8	17.4	68.8	3	68.8
14227	-71.325	4.975	Orinoquia occidental	CASANARE	OROCUÉ	14.1	22.5	63.4	3	63.4
14228	-71.275	4.975	Orinoquia occidental	CASANARE	OROCUÉ	15	18.5	66.5	3	66.5
14229	-71.225	4.975	Orinoquia occidental	CASANARE	OROCUÉ	15.4	17.7	66.9	3	66.9
14230	-71.175	4.975	Orinoquia occidental	CASANARE	OROCUÉ	16.3	15.9	67.9	3	67.9
14231	-71.125	4.975	Orinoquia occidental	CASANARE	OROCUÉ	15.9	15	69.2	3	69.2
14232	-71.075	4.975	Orinoquia occidental	CASANARE	OROCUÉ	16.7	14.7	68.6	3	68.6
14233	-71.025	4.975	Orinoquia occidental	CASANARE	OROCUÉ	15.3	19.2	65.4	3	65.4
14234	-70.975	4.975	Orinoquia occidental	VICHADA	SANTA ROSALÍA	14.7	22.7	62.7	3	62.7
14235	-70.925	4.975	Orinoquia occidental	VICHADA	SANTA ROSALÍA	15.8	22.2	62.1	3	62.1
14236	-70.875	4.975	Orinoquia occidental	VICHADA	SANTA ROSALÍA	15.4	23	61.5	3	61.5
14237	-70.825	4.975	Orinoquia occidental	VICHADA	SANTA ROSALÍA	15.6	21.2	63.1	3	63.1
14238	-70.775	4.975	Orinoquia occidental	VICHADA	SANTA ROSALÍA	15.3	22.2	62.6	3	62.6
14239	-70.725	4.975	Orinoquia occidental	VICHADA	SANTA ROSALÍA	16.1	21.3	62.6	3	62.6
14240	-70.675	4.975	Orinoquia oriental	VICHADA	SANTA ROSALÍA	6.8	14.1	79.2	3	79.2
14241	-70.625	4.975	Orinoquia oriental	VICHADA	SANTA ROSALÍA	7.6	11.1	81.3	3	81.3
14242	-70.575	4.975	Orinoquia oriental	VICHADA	SANTA ROSALÍA	7.5	13.3	79.1	3	79.1
14243	-70.525	4.975	Orinoquia oriental	VICHADA	SANTA ROSALÍA	7.6	14.7	77.7	3	77.7
14244	-70.475	4.975	Orinoquia oriental	VICHADA	SANTA ROSALÍA	7.2	14.7	78.1	3	78.1
14245	-70.425	4.975	Orinoquia oriental	VICHADA	SANTA ROSALÍA	7.5	17.3	75.2	3	75.2
14246	-70.375	4.975	Orinoquia oriental	VICHADA	SANTA ROSALÍA	8.1	16	75.9	3	75.9
14247	-70.325	4.975	Orinoquia oriental	VICHADA	SANTA ROSALÍA	8	16.8	75.2	3	75.2
14248	-70.275	4.975	Orinoquia oriental	VICHADA	LA PRIMAVERA	8.2	18.3	73.5	3	73.5
14249	-70.225	4.975	Orinoquia oriental	VICHADA	LA PRIMAVERA	7.9	18	74	3	74
14250	-70.175	4.975	Orinoquia oriental	VICHADA	LA PRIMAVERA	7.7	18.2	74.2	3	74.2
14251	-70.125	4.975	Orinoquia oriental	VICHADA	LA PRIMAVERA	7	18.2	74.8	3	74.8
14252	-70.075	4.975	Orinoquia oriental	VICHADA	LA PRIMAVERA	7.8	18.2	74	3	74
14253	-70.025	4.975	Orinoquia oriental	VICHADA	LA PRIMAVERA	7.9	18	74.1	3	74.1
14254	-69.975	4.975	Orinoquia oriental	VICHADA	LA PRIMAVERA	6.9	21.6	71.5	3	71.5
14255	-69.925	4.975	Orinoquia oriental	VICHADA	LA PRIMAVERA	7.3	21.6	71.1	3	71.1
14256	-69.875	4.975	Orinoquia oriental	VICHADA	LA PRIMAVERA	7	17.3	75.7	3	75.7
14257	-69.825	4.975	Orinoquia oriental	VICHADA	LA PRIMAVERA	6.7	18.5	74.8	3	74.8
14258	-69.775	4.975	Orinoquia oriental	VICHADA	LA PRIMAVERA	7.2	17.3	75.5	3	75.5
14259	-69.725	4.975	Orinoquia oriental	VICHADA	LA PRIMAVERA	6.7	20	73.3	3	73.3
14260	-69.675	4.975	Orinoquia oriental	VICHADA	LA PRIMAVERA	6.6	19	74.4	3	74.4
14261	-69.625	4.975	Orinoquia oriental	VICHADA	LA PRIMAVERA	6.3	16.9	76.8	3	76.8
14262	-69.575	4.975	Orinoquia oriental	VICHADA	LA PRIMAVERA	5.7	12.5	81.8	3	81.8
14263	-69.525	4.975	Orinoquia oriental	VICHADA	LA PRIMAVERA	6.6	13.1	80.3	3	80.3
14264	-69.475	4.975	Orinoquia oriental	VICHADA	CUMARIBO	6.7	13.6	79.7	3	79.7
14265	-69.425	4.975	Orinoquia oriental	VICHADA	CUMARIBO	7	13	80	3	80
14266	-69.375	4.975	Orinoquia oriental	VICHADA	CUMARIBO	7.6	16.2	76.2	3	76.2
14267	-69.325	4.975	Orinoquia oriental	VICHADA	CUMARIBO	7.4	18.2	74.4	3	74.4
14268	-69.275	4.975	Orinoquia oriental	VICHADA	CUMARIBO	6	19.3	74.7	3	74.7
14269	-69.225	4.975	Orinoquia oriental	VICHADA	CUMARIBO	6.3	21.2	72.5	3	72.5
14270	-69.175	4.975	Orinoquia oriental	VICHADA	CUMARIBO	6.7	22.1	71.3	3	71.3
14271	-69.125	4.975	Orinoquia oriental	VICHADA	CUMARIBO	6.5	21.6	71.9	3	71.9
14272	-69.075	4.975	Orinoquia oriental	VICHADA	CUMARIBO	7.1	20.5	72.4	3	72.4
14273	-69.025	4.975	Orinoquia oriental	VICHADA	CUMARIBO	5.7	20.3	74	3	74
14274	-68.975	4.975	Orinoquia oriental	VICHADA	CUMARIBO	6.5	17.6	76	3	76
14275	-68.925	4.975	Orinoquia oriental	VICHADA	CUMARIBO	6.8	12.4	80.8	3	80.8
14276	-68.875	4.975	Orinoquia oriental	VICHADA	CUMARIBO	6.5	15.6	77.9	3	77.9
14277	-68.825	4.975	Orinoquia oriental	VICHADA	CUMARIBO	6.7	14.8	78.5	3	78.5
14278	-68.775	4.975	Orinoquia oriental	VICHADA	CUMARIBO	7.7	15	77.3	3	77.3
14279	-68.725	4.975	Orinoquia oriental	VICHADA	CUMARIBO	7.5	16.8	75.7	3	75.7
14280	-68.675	4.975	Orinoquia oriental	VICHADA	CUMARIBO	5.4	21.1	73.4	3	73.4
14281	-68.625	4.975	Orinoquia oriental	VICHADA	CUMARIBO	5.4	20.9	73.6	3	73.6
14282	-68.575	4.975	Orinoquia oriental	VICHADA	CUMARIBO	4.9	20.5	74.6	3	74.6
14283	-68.525	4.975	Orinoquia oriental	VICHADA	CUMARIBO	5.4	18.8	75.8	3	75.8
14284	-68.475	4.975	Orinoquia oriental	VICHADA	CUMARIBO	6.3	15.4	78.3	3	78.3
14285	-68.425	4.975	Orinoquia oriental	VICHADA	CUMARIBO	6.5	16.2	77.3	3	77.3
14286	-68.375	4.975	Orinoquia oriental	VICHADA	CUMARIBO	6.3	16.8	77	3	77
14287	-68.325	4.975	Orinoquia oriental	VICHADA	CUMARIBO	6.2	20.5	73.3	3	73.3
14288	-68.275	4.975	Orinoquia oriental	VICHADA	CUMARIBO	6.3	18.2	75.5	3	75.5
14289	-68.225	4.975	Orinoquia oriental	VICHADA	CUMARIBO	5.7	23.5	70.8	3	70.8
14290	-68.175	4.975	Orinoquia oriental	VICHADA	CUMARIBO	6	21.3	72.8	3	72.8
14291	-68.125	4.975	Orinoquia oriental	VICHADA	CUMARIBO	7	19.7	73.3	3	73.3
14292	-68.075	4.975	Orinoquia oriental	VICHADA	CUMARIBO	7	20.9	72.1	3	72.1
14293	-68.025	4.975	Orinoquia oriental	VICHADA	CUMARIBO	6.8	22.1	71.1	3	71.1
14294	-67.975	4.975	Orinoquia oriental	VICHADA	CUMARIBO	6.7	27.4	65.9	3	65.9
14295	-67.925	4.975	Orinoquia oriental	VICHADA	CUMARIBO	6.3	25.3	68.4	3	68.4
14296	-67.875	4.975	Orinoquia oriental	VICHADA	CUMARIBO	6.1	25.9	68	3	68
14297	-67.825	4.975	Orinoquia oriental	VICHADA	CUMARIBO	6.3	27.4	66.2	3	66.2
14298	-77.375	4.925	Pacífico norte y central	CHOCÓ	BAJO BAUDÓ	36	25.4	38.5	3	38.5
14299	-77.325	4.925	Pacífico norte y central	CHOCÓ	BAJO BAUDÓ	34.6	29.4	36	3	36
14300	-77.275	4.925	Pacífico norte y central	CHOCÓ	BAJO BAUDÓ	32	29.3	38.7	3	38.7
14301	-77.225	4.925	Pacífico norte y central	CHOCÓ	BAJO BAUDÓ	33.2	26.9	39.9	3	39.9
14302	-77.175	4.925	Pacífico norte y central	CHOCÓ	BAJO BAUDÓ	32.4	29.4	38.2	3	38.2
14303	-77.125	4.925	Pacífico norte y central	CHOCÓ	MEDIO BAUDÓ	30.9	27.6	41.5	3	41.5
14304	-77.075	4.925	Pacífico norte y central	CHOCÓ	BAJO BAUDÓ	28.2	32.6	39.2	3	39.2
14305	-77.025	4.925	Pacífico norte y central	CHOCÓ	BAJO BAUDÓ	29	31.9	39.1	3	39.1
14306	-76.975	4.925	Pacífico norte y central	CHOCÓ	MEDIO BAUDÓ	30.7	25.6	43.6	3	43.6
14307	-76.925	4.925	Pacífico norte y central	CHOCÓ	ISTMINA	31.4	22	46.6	3	46.6
14308	-76.875	4.925	Pacífico norte y central	CHOCÓ	ISTMINA	28.9	23.8	47.3	3	47.3
14309	-76.825	4.925	Pacífico norte y central	CHOCÓ	MEDIO SAN JUAN	28.4	24.7	47	3	47
14310	-76.775	4.925	Pacífico norte y central	CHOCÓ	MEDIO SAN JUAN	28	28.2	43.8	3	43.8
14311	-76.725	4.925	Pacífico norte y central	CHOCÓ	MEDIO SAN JUAN	32.6	25.6	41.8	3	41.8
14312	-76.675	4.925	Pacífico norte y central	CHOCÓ	NÓVITA	31.1	27.6	41.3	3	41.3
14313	-76.625	4.925	Pacífico norte y central	CHOCÓ	NÓVITA	29.2	24.2	46.6	3	46.6
14314	-76.575	4.925	Risaralda - Saldaña	CHOCÓ	NÓVITA	19.5	24.2	56.3	3	56.3
14315	-76.525	4.925	Risaralda - Saldaña	CHOCÓ	NÓVITA	18.4	22.9	58.7	3	58.7
14316	-76.475	4.925	Risaralda - Saldaña	CHOCÓ	NÓVITA	19.5	18.2	62.3	3	62.3
14317	-76.425	4.925	Risaralda - Saldaña	CHOCÓ	SAN JOSÉ DEL PALMAR	18.8	18.5	62.7	3	62.7
14318	-76.375	4.925	Risaralda - Saldaña	CHOCÓ	SAN JOSÉ DEL PALMAR	20.2	18.4	61.4	3	61.4
14319	-76.325	4.925	Risaralda - Saldaña	CHOCÓ	SAN JOSÉ DEL PALMAR	19.4	19.5	61.2	3	61.2
14320	-76.275	4.925	Risaralda - Saldaña	CHOCÓ	SAN JOSÉ DEL PALMAR	19.4	22.4	58.3	3	58.3
14321	-76.225	4.925	Risaralda - Saldaña	CHOCÓ	SAN JOSÉ DEL PALMAR	20	25.8	54.2	3	54.2
14322	-76.175	4.925	Risaralda - Saldaña	CHOCÓ	SAN JOSÉ DEL PALMAR	19.8	24.7	55.5	3	55.5
14323	-76.125	4.925	Risaralda - Saldaña	CHOCÓ	SAN JOSÉ DEL PALMAR	20.1	20.3	59.6	3	59.6
14324	-76.075	4.925	Risaralda - Saldaña	VALLE DEL CAUCA	EL ÁGUILA	17.5	20.5	62	3	62
14325	-76.025	4.925	Risaralda - Saldaña	VALLE DEL CAUCA	EL ÁGUILA	16.1	17.6	66.3	3	66.3
14326	-75.975	4.925	Risaralda - Saldaña	RISARALDA	BALBOA	13.1	15.4	71.5	3	71.5
14327	-75.925	4.925	Risaralda - Saldaña	RISARALDA	BALBOA	11	14.1	74.9	3	74.9
14328	-75.875	4.925	Risaralda - Saldaña	RISARALDA	SANTUARIO	11	17.6	71.4	3	71.4
14329	-75.825	4.925	Risaralda - Saldaña	CALDAS	BELALCÁZAR	11.1	18.2	70.8	3	70.8
14330	-75.775	4.925	Risaralda - Saldaña	RISARALDA	MARSELLA	12	19.7	68.4	3	68.4
14331	-75.725	4.925	Risaralda - Saldaña	RISARALDA	MARSELLA	13.1	12.6	74.3	3	74.3
14332	-75.675	4.925	Risaralda - Saldaña	RISARALDA	SANTA ROSA DE CABAL	13.9	12.8	73.3	3	73.3
14333	-75.625	4.925	Risaralda - Saldaña	RISARALDA	SANTA ROSA DE CABAL	14.8	16.3	69	3	69
14334	-75.575	4.925	Risaralda - Saldaña	RISARALDA	SANTA ROSA DE CABAL	16.2	17.2	66.6	3	66.6
14335	-75.525	4.925	Risaralda - Saldaña	CALDAS	VILLAMARÍA	14.7	21.2	64.1	3	64.1
14336	-75.475	4.925	Risaralda - Saldaña	CALDAS	VILLAMARÍA	13.7	21.8	64.5	3	64.5
14337	-75.425	4.925	Risaralda - Saldaña	CALDAS	VILLAMARÍA	14.2	21.6	64.3	3	64.3
14338	-75.375	4.925	Risaralda - Saldaña	CALDAS	VILLAMARÍA	15.5	20.3	64.2	3	64.2
14339	-75.325	4.925	Risaralda - Saldaña	TOLIMA	CASABIANCA	17.8	16.6	65.6	3	65.6
14340	-75.275	4.925	Risaralda - Saldaña	TOLIMA	VILLAHERMOSA	17.3	17.5	65.3	3	65.3
14341	-75.225	4.925	Risaralda - Saldaña	TOLIMA	VILLAHERMOSA	15.9	14.3	69.8	3	69.8
14342	-75.175	4.925	Risaralda - Saldaña	TOLIMA	VILLAHERMOSA	16.2	14.4	69.3	3	69.3
14343	-75.125	4.925	Risaralda - Saldaña	TOLIMA	VILLAHERMOSA	16.2	19	64.8	3	64.8
14344	-75.075	4.925	Risaralda - Saldaña	TOLIMA	LÍBANO	16.9	19.1	64	3	64
14345	-75.025	4.925	Risaralda - Saldaña	TOLIMA	LÍBANO	18.5	19.9	61.7	3	61.7
14346	-74.975	4.925	Risaralda - Saldaña	TOLIMA	LÉRIDA	20.3	14.7	65.1	3	65.1
14347	-74.925	4.925	Risaralda - Saldaña	TOLIMA	LÉRIDA	20.2	14.5	65.3	3	65.3
14348	-74.875	4.925	Risaralda - Saldaña	TOLIMA	ARMERO	22.5	18.8	58.7	3	58.7
14349	-74.825	4.925	Risaralda - Saldaña	TOLIMA	AMBALEMA	22	21.4	56.6	3	56.6
14350	-74.775	4.925	Risaralda - Saldaña	TOLIMA	AMBALEMA	20.9	22.3	56.8	3	56.8
14351	-74.725	4.925	Sogamoso - Lebrija - altiplano	CUNDINAMARCA	SAN JUAN DE RIOSECO	20.8	17.9	61.3	3	61.3
14352	-74.675	4.925	Sogamoso - Lebrija - altiplano	CUNDINAMARCA	SAN JUAN DE RIOSECO	19.7	20	60.3	3	60.3
14353	-74.625	4.925	Sogamoso - Lebrija - altiplano	CUNDINAMARCA	CHAGUANÍ	22.2	20.3	57.5	3	57.5
14354	-74.575	4.925	Sogamoso - Lebrija - altiplano	CUNDINAMARCA	CHAGUANÍ	22.8	20.4	56.8	3	56.8
14355	-74.525	4.925	Sogamoso - Lebrija - altiplano	CUNDINAMARCA	VIANÍ	21.7	19.8	58.5	3	58.5
14356	-74.475	4.925	Sogamoso - Lebrija - altiplano	CUNDINAMARCA	ALBÁN	21.2	25.2	53.5	3	53.5
14357	-74.425	4.925	Sogamoso - Lebrija - altiplano	CUNDINAMARCA	SASAIMA	21.6	30.3	48.1	3	48.1
14358	-74.375	4.925	Sogamoso - Lebrija - altiplano	CUNDINAMARCA	SASAIMA	20.4	32.3	47.3	3	47.3
14359	-74.325	4.925	Sogamoso - Lebrija - altiplano	CUNDINAMARCA	LA VEGA	21.4	22.6	56	3	56
14360	-74.275	4.925	Sogamoso - Lebrija - altiplano	CUNDINAMARCA	SAN FRANCISCO	19.6	26.3	54.2	3	54.2
14361	-74.225	4.925	Sogamoso - Lebrija - altiplano	CUNDINAMARCA	EL ROSAL	19.9	25.6	54.5	3	54.5
14362	-74.175	4.925	Sogamoso - Lebrija - altiplano	CUNDINAMARCA	SUBACHOQUE	18.4	25.7	55.9	3	55.9
14363	-74.125	4.925	Sogamoso - Lebrija - altiplano	CUNDINAMARCA	SUBACHOQUE	17.1	25.6	57.3	3	57.3
14364	-74.075	4.925	Sogamoso - Lebrija - altiplano	CUNDINAMARCA	TABIO	17.4	23.9	58.7	3	58.7
14365	-74.025	4.925	Sogamoso - Lebrija - altiplano	CUNDINAMARCA	CAJICÁ	16.2	23.9	59.9	3	59.9
14366	-73.975	4.925	Sogamoso - Lebrija - altiplano	CUNDINAMARCA	SOPÓ	17.2	16.1	66.6	3	66.6
14367	-73.925	4.925	Sogamoso - Lebrija - altiplano	CUNDINAMARCA	TOCANCIPÁ	16.1	14.4	69.4	3	69.4
14368	-73.875	4.925	Sogamoso - Lebrija - altiplano	CUNDINAMARCA	GUATAVITA	17.3	16.6	66.1	3	66.1
14369	-73.825	4.925	Sogamoso - Lebrija - altiplano	CUNDINAMARCA	GUATAVITA	18.8	20.2	61	3	61
14370	-73.775	4.925	Orinoquia occidental	CUNDINAMARCA	GUATAVITA	14.7	14.6	70.6	3	70.6
14371	-73.725	4.925	Orinoquia occidental	CUNDINAMARCA	GUATAVITA	16	17.1	66.8	3	66.8
14372	-73.675	4.925	Orinoquia occidental	CUNDINAMARCA	GACHETÁ	15.8	15.6	68.6	3	68.6
14373	-73.625	4.925	Orinoquia occidental	CUNDINAMARCA	GACHETÁ	15.4	16.7	67.9	3	67.9
14374	-73.575	4.925	Orinoquia occidental	CUNDINAMARCA	MANTA	14.3	18.8	66.9	3	66.9
14375	-73.525	4.925	Orinoquia occidental	BOYACÁ	GUAYATÁ	13.6	23.1	63.3	3	63.3
14376	-73.475	4.925	Orinoquia occidental	BOYACÁ	GUAYATÁ	13.8	22	64.2	3	64.2
14377	-73.425	4.925	Orinoquia occidental	BOYACÁ	ALMEIDA	14	23	63	3	63
14378	-73.375	4.925	Orinoquia occidental	BOYACÁ	CHIVOR	14.5	20.9	64.5	3	64.5
14379	-73.325	4.925	Orinoquia occidental	BOYACÁ	MACANAL	14.5	18.4	67.1	3	67.1
14380	-73.275	4.925	Orinoquia occidental	BOYACÁ	SANTA MARÍA	14.6	18	67.4	3	67.4
14381	-73.225	4.925	Orinoquia occidental	BOYACÁ	SANTA MARÍA	13.5	18.3	68.2	3	68.2
14382	-73.175	4.925	Orinoquia occidental	BOYACÁ	CAMPOHERMOSO	13.9	17.6	68.5	3	68.5
14383	-73.125	4.925	Orinoquia occidental	BOYACÁ	SAN LUIS DE GACENO	14.8	14.1	71.1	3	71.1
14384	-73.075	4.925	Orinoquia occidental	BOYACÁ	SAN LUIS DE GACENO	16	14	70.1	3	70.1
14385	-73.025	4.925	Orinoquia occidental	CASANARE	SABANALARGA	16.9	13.8	69.3	3	69.3
14386	-72.975	4.925	Orinoquia occidental	CASANARE	SABANALARGA	15.4	15.8	68.8	3	68.8
14387	-72.925	4.925	Orinoquia occidental	CASANARE	MONTERREY	16.7	16.7	66.6	3	66.6
14388	-72.875	4.925	Orinoquia occidental	CASANARE	MONTERREY	17	17.7	65.3	3	65.3
14389	-72.825	4.925	Orinoquia occidental	CASANARE	MONTERREY	17.2	16.8	66	3	66
14390	-72.775	4.925	Orinoquia occidental	CASANARE	TAURAMENA	17	19.1	63.9	3	63.9
14391	-72.725	4.925	Orinoquia occidental	CASANARE	TAURAMENA	13.8	25.6	60.6	3	60.6
14392	-72.675	4.925	Orinoquia occidental	CASANARE	TAURAMENA	13.2	27.2	59.6	3	59.6
14393	-72.625	4.925	Orinoquia occidental	CASANARE	TAURAMENA	14.9	28.4	56.8	3	56.8
14394	-72.575	4.925	Orinoquia occidental	CASANARE	TAURAMENA	16.3	27.8	55.9	3	55.9
14395	-72.525	4.925	Orinoquia occidental	CASANARE	TAURAMENA	16.4	29.9	53.7	3	53.7
14396	-72.475	4.925	Orinoquia occidental	CASANARE	AGUAZUL	16.3	29.3	54.4	3	54.4
14397	-72.425	4.925	Orinoquia occidental	CASANARE	MANÍ	15.7	24.4	59.9	3	59.9
14398	-72.375	4.925	Orinoquia occidental	CASANARE	MANÍ	15.6	24.8	59.5	3	59.5
14399	-72.325	4.925	Orinoquia occidental	CASANARE	MANÍ	14.8	28.9	56.3	3	56.3
14400	-72.275	4.925	Orinoquia occidental	CASANARE	MANÍ	14.8	28.1	57.1	3	57.1
14401	-72.225	4.925	Orinoquia occidental	CASANARE	MANÍ	14.2	25.7	60	3	60
14402	-72.175	4.925	Orinoquia occidental	CASANARE	YOPAL	14.7	25.9	59.5	3	59.5
14403	-72.125	4.925	Orinoquia occidental	CASANARE	OROCUÉ	15	23.1	61.9	3	61.9
14404	-72.075	4.925	Orinoquia occidental	CASANARE	OROCUÉ	14.8	22.5	62.7	3	62.7
14405	-72.025	4.925	Orinoquia occidental	CASANARE	OROCUÉ	14.2	21.7	64.1	3	64.1
14406	-71.975	4.925	Orinoquia occidental	CASANARE	OROCUÉ	12.6	22.5	64.8	3	64.8
14407	-71.925	4.925	Orinoquia occidental	CASANARE	OROCUÉ	12.4	25.2	62.4	3	62.4
14408	-71.875	4.925	Orinoquia occidental	CASANARE	OROCUÉ	14.7	21.6	63.7	3	63.7
14409	-71.825	4.925	Orinoquia occidental	CASANARE	OROCUÉ	14.1	22	63.9	3	63.9
14410	-71.775	4.925	Orinoquia occidental	CASANARE	OROCUÉ	14.3	22.3	63.4	3	63.4
14411	-71.725	4.925	Orinoquia occidental	CASANARE	OROCUÉ	15.2	15.8	69	3	69
14412	-71.675	4.925	Orinoquia occidental	CASANARE	OROCUÉ	16.1	15	69	3	69
14413	-71.625	4.925	Orinoquia occidental	CASANARE	OROCUÉ	15.7	14.4	69.9	3	69.9
14414	-71.575	4.925	Orinoquia occidental	CASANARE	OROCUÉ	15.7	15.2	69.1	3	69.1
14415	-71.525	4.925	Orinoquia occidental	CASANARE	OROCUÉ	14.7	16.5	68.9	3	68.9
14416	-71.475	4.925	Orinoquia occidental	CASANARE	OROCUÉ	14.1	19.7	66.2	3	66.2
14417	-71.425	4.925	Orinoquia occidental	CASANARE	OROCUÉ	14.5	18.2	67.3	3	67.3
14418	-71.375	4.925	Orinoquia occidental	CASANARE	OROCUÉ	14.8	16.4	68.8	3	68.8
14419	-71.325	4.925	Orinoquia occidental	CASANARE	OROCUÉ	14.6	23.6	61.9	3	61.9
14420	-71.275	4.925	Orinoquia occidental	CASANARE	OROCUÉ	15.6	19	65.4	3	65.4
14421	-71.225	4.925	Orinoquia occidental	CASANARE	OROCUÉ	16.2	17.1	66.7	3	66.7
14422	-71.175	4.925	Orinoquia occidental	CASANARE	OROCUÉ	16.4	16.7	66.9	3	66.9
14423	-71.125	4.925	Orinoquia occidental	CASANARE	OROCUÉ	16.7	14.5	68.8	3	68.8
14424	-71.075	4.925	Orinoquia occidental	CASANARE	OROCUÉ	16.6	14.8	68.7	3	68.7
14425	-71.025	4.925	Orinoquia occidental	VICHADA	SANTA ROSALÍA	16.3	18.7	65	3	65
14426	-70.975	4.925	Orinoquia occidental	VICHADA	SANTA ROSALÍA	15.1	22.8	62.2	3	62.2
14427	-70.925	4.925	Orinoquia occidental	VICHADA	SANTA ROSALÍA	16.6	22.8	60.6	3	60.6
14428	-70.875	4.925	Orinoquia occidental	VICHADA	SANTA ROSALÍA	15.8	23.7	60.5	3	60.5
14429	-70.825	4.925	Orinoquia occidental	VICHADA	SANTA ROSALÍA	16.3	21.6	62.1	3	62.1
14430	-70.775	4.925	Orinoquia occidental	VICHADA	SANTA ROSALÍA	15.5	21.7	62.8	3	62.8
14431	-70.725	4.925	Orinoquia occidental	VICHADA	SANTA ROSALÍA	15.9	21.7	62.4	3	62.4
14432	-70.675	4.925	Orinoquia oriental	VICHADA	SANTA ROSALÍA	7.1	15	78	3	78
14433	-70.625	4.925	Orinoquia oriental	VICHADA	SANTA ROSALÍA	7.8	11.2	80.9	3	80.9
14434	-70.575	4.925	Orinoquia oriental	VICHADA	SANTA ROSALÍA	7.4	13.9	78.6	3	78.6
14435	-70.525	4.925	Orinoquia oriental	VICHADA	SANTA ROSALÍA	7.7	14.1	78.2	3	78.2
14436	-70.475	4.925	Orinoquia oriental	VICHADA	SANTA ROSALÍA	7.4	14.1	78.5	3	78.5
14437	-70.425	4.925	Orinoquia oriental	VICHADA	SANTA ROSALÍA	7.9	15.9	76.2	3	76.2
14438	-70.375	4.925	Orinoquia oriental	VICHADA	SANTA ROSALÍA	7.7	15.9	76.4	3	76.4
14439	-70.325	4.925	Orinoquia oriental	VICHADA	SANTA ROSALÍA	8.2	17.6	74.2	3	74.2
14440	-70.275	4.925	Orinoquia oriental	VICHADA	SANTA ROSALÍA	8.5	18.4	73.1	3	73.1
14441	-70.225	4.925	Orinoquia oriental	VICHADA	SANTA ROSALÍA	8.1	18.9	73	3	73
14442	-70.175	4.925	Orinoquia oriental	VICHADA	LA PRIMAVERA	8.1	18.5	73.4	3	73.4
14443	-70.125	4.925	Orinoquia oriental	VICHADA	LA PRIMAVERA	7.6	17.3	75.2	3	75.2
14444	-70.075	4.925	Orinoquia oriental	VICHADA	LA PRIMAVERA	7.8	18.4	73.8	3	73.8
14445	-70.025	4.925	Orinoquia oriental	VICHADA	CUMARIBO	7.6	19.4	73	3	73
14446	-69.975	4.925	Orinoquia oriental	VICHADA	CUMARIBO	7.3	21.9	70.8	3	70.8
14447	-69.925	4.925	Orinoquia oriental	VICHADA	CUMARIBO	7.3	22.4	70.3	3	70.3
14448	-69.875	4.925	Orinoquia oriental	VICHADA	CUMARIBO	7.3	18	74.7	3	74.7
14449	-69.825	4.925	Orinoquia oriental	VICHADA	CUMARIBO	6.9	19.1	74	3	74
14450	-69.775	4.925	Orinoquia oriental	VICHADA	LA PRIMAVERA	6.9	17.9	75.2	3	75.2
14451	-69.725	4.925	Orinoquia oriental	VICHADA	LA PRIMAVERA	6.4	20	73.6	3	73.6
14452	-69.675	4.925	Orinoquia oriental	VICHADA	CUMARIBO	6.5	19.8	73.7	3	73.7
14453	-69.625	4.925	Orinoquia oriental	VICHADA	LA PRIMAVERA	6.1	17.6	76.4	3	76.4
14454	-69.575	4.925	Orinoquia oriental	VICHADA	LA PRIMAVERA	5.7	13.4	80.8	3	80.8
14455	-69.525	4.925	Orinoquia oriental	VICHADA	CUMARIBO	6.3	13.7	80	3	80
14456	-69.475	4.925	Orinoquia oriental	VICHADA	CUMARIBO	6.6	14.1	79.4	3	79.4
14457	-69.425	4.925	Orinoquia oriental	VICHADA	CUMARIBO	7	14.9	78.1	3	78.1
14458	-69.375	4.925	Orinoquia oriental	VICHADA	CUMARIBO	7.3	20.1	72.6	3	72.6
14459	-69.325	4.925	Orinoquia oriental	VICHADA	CUMARIBO	7.6	20.8	71.7	3	71.7
14460	-69.275	4.925	Orinoquia oriental	VICHADA	CUMARIBO	6.3	19.2	74.4	3	74.4
14461	-69.225	4.925	Orinoquia oriental	VICHADA	CUMARIBO	6.2	17.9	75.8	3	75.8
14462	-69.175	4.925	Orinoquia oriental	VICHADA	CUMARIBO	7.1	20.8	72.1	3	72.1
14463	-69.125	4.925	Orinoquia oriental	VICHADA	CUMARIBO	6.9	19.5	73.5	3	73.5
14464	-69.075	4.925	Orinoquia oriental	VICHADA	CUMARIBO	7.8	18.1	74.1	3	74.1
14465	-69.025	4.925	Orinoquia oriental	VICHADA	CUMARIBO	6	17.9	76.1	3	76.1
14466	-68.975	4.925	Orinoquia oriental	VICHADA	CUMARIBO	7	16.9	76	3	76
