ID	Longitud	Latitud	Region_Homogenea	Departamento	Municipio	Correlacion_Pearson	Correlacion_Spearman	Hit-Skill-Score	k-2AFC-Score	k-2AFC-Categorical	k-2AFC-Continuous	ROC-above	ROC-below
9634	-75.875	6.125	Medellín - Carare - Opón	ANTIOQUIA	CONCORDIA	0.3	0.33	26.74	61.02	64.38	64.87	0.74	0.6
9635	-75.825	6.125	Medellín - Carare - Opón	ANTIOQUIA	ARMENIA	0.31	0.34	26.74	60.69	67.51	64.98	0.73	0.63
9636	-75.775	6.125	Medellín - Carare - Opón	ANTIOQUIA	TITIRIBÍ	0.35	0.36	26.74	61.79	64.97	63.65	0.7	0.62
9637	-75.725	6.125	Medellín - Carare - Opón	ANTIOQUIA	ANGELÓPOLIS	0.24	0.31	12.79	60.47	59.01	60.71	0.63	0.62
9638	-75.675	6.125	Medellín - Carare - Opón	ANTIOQUIA	ANGELÓPOLIS	0.29	0.35	9.3	60.8	63.11	66.94	0.71	0.69
9639	-75.625	6.125	Medellín - Carare - Opón	ANTIOQUIA	LA ESTRELLA	0.33	0.39	9.3	61.79	64.39	65.85	0.72	0.67
9640	-75.575	6.125	Medellín - Carare - Opón	ANTIOQUIA	ENVIGADO	0.38	0.43	19.77	64.23	66.83	70.57	0.74	0.72
9641	-75.525	6.125	Medellín - Carare - Opón	ANTIOQUIA	RETIRO	0.39	0.42	19.77	63.34	64.66	70.85	0.76	0.69
9642	-75.475	6.125	Medellín - Carare - Opón	ANTIOQUIA	RETIRO	0.4	0.41	12.79	63.46	68.08	70.52	0.79	0.67
9643	-75.425	6.125	Medellín - Carare - Opón	ANTIOQUIA	RIONEGRO	0.41	0.42	19.77	64.23	69.4	69.16	0.8	0.64
9644	-75.375	6.125	Medellín - Carare - Opón	ANTIOQUIA	RIONEGRO	0.45	0.44	19.77	64.56	68.02	71.59	0.8	0.69
9645	-75.325	6.125	Medellín - Carare - Opón	ANTIOQUIA	MARINILLA	0.47	0.44	16.28	65.45	64.37	69.81	0.73	0.72
9646	-75.275	6.125	Medellín - Carare - Opón	ANTIOQUIA	EL SANTUARIO	0.5	0.49	23.26	66.67	69.48	73.05	0.75	0.76
9647	-75.225	6.125	Medellín - Carare - Opón	ANTIOQUIA	EL SANTUARIO	0.56	0.52	16.28	68.11	66.31	71.59	0.76	0.72
9648	-75.175	6.125	Medellín - Carare - Opón	ANTIOQUIA	GRANADA	0.6	0.53	30.23	68.99	73.78	76.14	0.81	0.77
9649	-75.125	6.125	Medellín - Carare - Opón	ANTIOQUIA	GRANADA	0.57	0.53	23.26	68.77	69.72	71.75	0.79	0.69
9650	-75.075	6.125	Medellín - Carare - Opón	ANTIOQUIA	GRANADA	0.56	0.5	19.77	67.44	67.53	72.89	0.78	0.72
9651	-75.025	6.125	Medellín - Carare - Opón	ANTIOQUIA	SAN CARLOS	0.57	0.53	23.26	68.66	71.67	73.38	0.76	0.76
9652	-74.975	6.125	Medellín - Carare - Opón	ANTIOQUIA	SAN CARLOS	0.53	0.48	16.28	66.89	70.81	73.98	0.77	0.75
9653	-74.925	6.125	Medellín - Carare - Opón	ANTIOQUIA	SAN CARLOS	0.48	0.43	16.28	65.34	66.99	69.27	0.68	0.74
9654	-74.875	6.125	Medellín - Carare - Opón	ANTIOQUIA	SAN CARLOS	0.45	0.4	19.77	64.45	66.07	68.67	0.69	0.7
9655	-74.825	6.125	Medellín - Carare - Opón	ANTIOQUIA	SAN CARLOS	0.37	0.32	12.79	62.13	57.47	62.34	0.57	0.7
9656	-74.775	6.125	Medellín - Carare - Opón	ANTIOQUIA	PUERTO NARE	0.31	0.25	16.28	59.03	59.9	58.93	0.52	0.67
9657	-74.725	6.125	Medellín - Carare - Opón	ANTIOQUIA	PUERTO NARE	0.33	0.3	12.79	60.35	63.76	62.87	0.57	0.72
9658	-74.675	6.125	Medellín - Carare - Opón	ANTIOQUIA	PUERTO NARE	0.32	0.29	12.79	59.91	59.82	59.74	0.53	0.67
9659	-74.625	6.125	Medellín - Carare - Opón	ANTIOQUIA	PUERTO NARE	0.29	0.27	19.77	59.36	60.16	62.6	0.57	0.69
9660	-74.575	6.125	Medellín - Carare - Opón	BOYACÁ	PUERTO BOYACÁ	0.26	0.24	12.79	58.36	57.95	61.53	0.6	0.65
9661	-74.525	6.125	Medellín - Carare - Opón	BOYACÁ	PUERTO BOYACÁ	0.28	0.25	19.77	59.25	60.08	63.41	0.63	0.66
9662	-74.475	6.125	Medellín - Carare - Opón	BOYACÁ	PUERTO BOYACÁ	0.31	0.26	16.28	58.36	59.9	62.34	0.62	0.65
9663	-74.425	6.125	Medellín - Carare - Opón	SANTANDER	BOLÍVAR	0.33	0.3	19.77	60.24	57.95	61.04	0.63	0.62
9664	-74.375	6.125	Medellín - Carare - Opón	SANTANDER	CIMITARRA	0.34	0.3	12.79	60.02	55.54	59.45	0.64	0.58
9665	-74.325	6.125	Medellín - Carare - Opón	SANTANDER	CIMITARRA	0.35	0.31	9.3	60.69	55.84	59.74	0.62	0.6
9666	-74.275	6.125	Medellín - Carare - Opón	SANTANDER	CIMITARRA	0.41	0.38	9.3	62.79	61.44	66.4	0.7	0.67
9667	-74.225	6.125	Medellín - Carare - Opón	SANTANDER	CIMITARRA	0.45	0.42	16.28	64.45	63.39	67.53	0.74	0.66
9668	-74.175	6.125	Medellín - Carare - Opón	SANTANDER	BOLÍVAR	0.43	0.4	23.26	64.12	68.02	69.48	0.75	0.69
9669	-74.125	6.125	Medellín - Carare - Opón	SANTANDER	BOLÍVAR	0.4	0.37	16.28	62.79	61.69	67.53	0.66	0.72
9670	-74.075	6.125	Medellín - Carare - Opón	SANTANDER	SUCRE	0.37	0.34	23.26	61.9	66.56	67.53	0.65	0.73
9671	-74.025	6.125	Medellín - Carare - Opón	SANTANDER	EL PEÑÓN	0.35	0.32	30.23	61.02	69.04	65.36	0.66	0.67
9672	-73.975	6.125	Medellín - Carare - Opón	SANTANDER	EL PEÑÓN	0.3	0.31	19.77	60.58	64.15	66.67	0.67	0.69
9673	-73.925	6.125	Medellín - Carare - Opón	SANTANDER	EL PEÑÓN	0.34	0.33	19.77	62.46	66.83	65.53	0.65	0.69
9674	-73.875	6.125	Medellín - Carare - Opón	SANTANDER	EL PEÑÓN	0.35	0.35	19.77	63.12	65.58	66.07	0.66	0.69
9675	-73.825	6.125	Medellín - Carare - Opón	SANTANDER	EL PEÑÓN	0.33	0.35	9.3	62.79	59.74	61.2	0.59	0.66
9676	-73.775	6.125	Medellín - Carare - Opón	SANTANDER	BOLÍVAR	0.26	0.3	19.77	61.02	64.53	61.36	0.59	0.66
9677	-73.725	6.125	Medellín - Carare - Opón	SANTANDER	VÉLEZ	0.27	0.27	26.74	59.8	66.4	61.04	0.64	0.6
9678	-73.675	6.125	Sogamoso - Lebrija - altiplano	SANTANDER	VÉLEZ	0.15	0.18	12.79	56.48	59.9	60.23	0.62	0.6
9679	-73.625	6.125	Sogamoso - Lebrija - altiplano	SANTANDER	LA PAZ	0.2	0.22	9.3	57.36	59.58	60.55	0.62	0.61
9680	-73.575	6.125	Sogamoso - Lebrija - altiplano	SANTANDER	LA PAZ	0.2	0.24	12.79	59.36	59.74	60.39	0.64	0.58
9681	-73.525	6.125	Sogamoso - Lebrija - altiplano	SANTANDER	SAN BENITO	0.21	0.27	12.79	60.24	56.01	57.47	0.57	0.58
9682	-73.475	6.125	Sogamoso - Lebrija - altiplano	SANTANDER	SUAITA	0.26	0.31	19.77	61.24	63.66	63.74	0.65	0.65
9683	-73.425	6.125	Sogamoso - Lebrija - altiplano	SANTANDER	SUAITA	0.23	0.23	-2.33	58.36	53.74	55.77	0.57	0.57
9684	-73.375	6.125	Sogamoso - Lebrija - altiplano	SANTANDER	SUAITA	0.23	0.26	5.81	59.25	55.6	55.68	0.55	0.57
9685	-73.325	6.125	Sogamoso - Lebrija - altiplano	SANTANDER	SUAITA	0.22	0.25	23.26	58.69	63.07	60.06	0.62	0.6
9686	-73.275	6.125	Sogamoso - Lebrija - altiplano	SANTANDER	SUAITA	0.24	0.23	19.77	58.14	64.45	58.28	0.64	0.56
9687	-73.225	6.125	Sogamoso - Lebrija - altiplano	SANTANDER	CHARALÁ	0.19	0.19	5.81	56.15	54.26	58.1	0.64	0.56
9688	-73.175	6.125	Sogamoso - Lebrija - altiplano	SANTANDER	CHARALÁ	0.13	0.13	16.28	54.04	53.98	52.68	0.55	0.52
9689	-73.125	6.125	Sogamoso - Lebrija - altiplano	SANTANDER	ENCINO	0.14	0.13	5.81	54.26	48.13	49.68	0.51	0.48
9690	-73.075	6.125	Sogamoso - Lebrija - altiplano	SANTANDER	ENCINO	0.07	0.1	9.3	53.6	53.98	53.08	0.55	0.51
9691	-73.025	6.125	Sogamoso - Lebrija - altiplano	SANTANDER	ENCINO	0.05	0.08	5.81	53.05	50	53.91	0.53	0.55
9692	-72.975	6.125	Sogamoso - Lebrija - altiplano	SANTANDER	ENCINO	0.08	0.07	2.33	52.16	61.73	53.75	0.58	0.51
9693	-72.925	6.125	Sogamoso - Lebrija - altiplano	SANTANDER	COROMORO	0	0	5.81	49.83	55.61	47.64	0.52	0.43
9694	-72.875	6.125	Sogamoso - Lebrija - altiplano	SANTANDER	COROMORO	0.04	0.08	12.79	52.6	56.99	52.03	0.57	0.46
9695	-72.825	6.125	Sogamoso - Lebrija - altiplano	BOYACÁ	SATIVANORTE	0.04	0.08	2.33	52.38	56.19	54.89	0.61	0.49
9696	-72.775	6.125	Sogamoso - Lebrija - altiplano	BOYACÁ	SATIVANORTE	0.04	0.02	16.28	51.05	56.11	54.4	0.58	0.5
9697	-72.725	6.125	Sogamoso - Lebrija - altiplano	BOYACÁ	SATIVANORTE	-0.03	0	19.77	50.06	54.89	50.65	0.56	0.44
9698	-72.675	6.125	Sogamoso - Lebrija - altiplano	BOYACÁ	SATIVANORTE	-0.07	-0.06	19.77	48.28	57.97	48.46	0.52	0.45
9699	-72.625	6.125	Sogamoso - Lebrija - altiplano	BOYACÁ	JERICÓ	-0.06	-0.05	16.28	49.06	53.66	49.76	0.52	0.48
9700	-72.575	6.125	Sogamoso - Lebrija - altiplano	BOYACÁ	JERICÓ	-0.02	-0.01	23.26	49.5	52.68	52.03	0.63	0.42
9701	-72.525	6.125	Sogamoso - Lebrija - altiplano	BOYACÁ	JERICÓ	-0.04	-0.02	16.28	49.5	49.11	52.36	0.59	0.46
9702	-72.475	6.125	Orinoquia occidental	BOYACÁ	CHITA	-0.02	0.04	5.81	52.16	54.55	56.82	0.6	0.55
9703	-72.425	6.125	Orinoquia occidental	BOYACÁ	CHITA	-0.08	0.03	2.33	51.61	52.93	51.63	0.52	0.51
9704	-72.375	6.125	Orinoquia occidental	CASANARE	LA SALINA	-0.02	0.11	12.79	54.49	63.19	56.84	0.55	0.6
9705	-72.325	6.125	Orinoquia occidental	CASANARE	LA SALINA	-0.04	0.1	9.3	53.6	56.83	53.98	0.5	0.59
9706	-72.275	6.125	Orinoquia occidental	CASANARE	SÁCAMA	-0.02	0.13	12.79	54.37	53.57	50.81	0.47	0.55
9707	-72.225	6.125	Orinoquia occidental	ARAUCA	TAME	-0.06	0.08	5.81	52.27	57.74	50.98	0.5	0.53
9708	-72.175	6.125	Orinoquia occidental	ARAUCA	TAME	-0.05	0.07	12.79	52.6	59.77	54.72	0.57	0.53
9709	-72.125	6.125	Orinoquia occidental	ARAUCA	TAME	-0.02	0.13	2.33	54.82	58.82	58.5	0.57	0.62
9710	-72.075	6.125	Orinoquia occidental	ARAUCA	TAME	0	0.18	9.3	56.15	63.07	62.34	0.58	0.71
9711	-72.025	6.125	Orinoquia occidental	ARAUCA	TAME	0.01	0.15	9.3	55.04	59.98	56.49	0.59	0.55
9712	-71.975	6.125	Orinoquia occidental	CASANARE	HATO COROZAL	-0.02	0.13	9.3	55.26	55.85	58.37	0.58	0.6
9713	-71.925	6.125	Orinoquia occidental	CASANARE	HATO COROZAL	-0.01	0.12	5.81	54.49	60.06	56.66	0.55	0.6
9714	-71.875	6.125	Orinoquia occidental	CASANARE	HATO COROZAL	-0.07	0.04	-9.3	51.5	54.55	48.78	0.4	0.57
9715	-71.825	6.125	Orinoquia occidental	CASANARE	HATO COROZAL	0	0.07	-2.33	52.38	60.46	50.82	0.44	0.58
9716	-71.775	6.125	Orinoquia occidental	CASANARE	HATO COROZAL	0.03	0.13	9.3	54.71	64.8	57.89	0.55	0.64
9717	-71.725	6.125	Orinoquia occidental	CASANARE	HATO COROZAL	0.01	0.11	-23.26	53.6	57.68	51.14	0.43	0.59
9718	-71.675	6.125	Orinoquia occidental	CASANARE	HATO COROZAL	-0.01	0.12	-44.19	53.93	58.71	53.26	0.37	0.68
9719	-71.625	6.125	Orinoquia occidental	CASANARE	HATO COROZAL	-0.01	0.1	-37.21	53.38	56.83	52.2	0.39	0.66
9720	-71.575	6.125	Orinoquia occidental	CASANARE	HATO COROZAL	-0.02	0.09	-23.26	53.38	53.81	49.35	0.39	0.61
9721	-71.525	6.125	Orinoquia occidental	CASANARE	HATO COROZAL	-0.08	-0.01	2.33	49.61	57.06	45.13	0.43	0.47
9722	-71.475	6.125	Orinoquia occidental	CASANARE	HATO COROZAL	-0.03	0.08	-16.28	52.27	53.57	51.79	0.43	0.63
9723	-71.425	6.125	Orinoquia occidental	CASANARE	HATO COROZAL	-0.03	0.1	-2.33	53.49	55.93	49.84	0.45	0.56
9724	-71.375	6.125	Orinoquia occidental	CASANARE	HATO COROZAL	-0.04	0.06	-9.3	51.94	53.65	49.03	0.45	0.53
9725	-71.325	6.125	Orinoquia occidental	CASANARE	HATO COROZAL	0.01	0.08	-2.33	52.71	57.63	53.73	0.49	0.59
9726	-71.275	6.125	Orinoquia occidental	CASANARE	HATO COROZAL	0.06	0.08	-2.33	53.49	54.06	49.51	0.45	0.53
9727	-71.225	6.125	Orinoquia occidental	CASANARE	HATO COROZAL	0.05	0.07	-2.33	52.6	54.71	51.46	0.5	0.53
9728	-71.175	6.125	Orinoquia occidental	CASANARE	HATO COROZAL	0.01	0.03	-9.3	50.94	53.42	51.63	0.51	0.52
9729	-71.125	6.125	Orinoquia occidental	CASANARE	HATO COROZAL	0.04	0	-9.3	50.72	52.78	45.92	0.47	0.45
9730	-71.075	6.125	Orinoquia occidental	CASANARE	HATO COROZAL	0.03	0.02	-9.3	50.94	50	47.8	0.47	0.49
9731	-71.025	6.125	Orinoquia occidental	CASANARE	HATO COROZAL	0.01	0.01	-23.26	51.61	49.43	49.02	0.46	0.52
9732	-70.975	6.125	Orinoquia occidental	CASANARE	HATO COROZAL	0.02	0.06	-16.28	52.6	58.33	51.96	0.52	0.53
9733	-70.925	6.125	Orinoquia occidental	CASANARE	HATO COROZAL	0.04	0.07	-16.28	53.16	50.49	49.68	0.47	0.52
9734	-70.875	6.125	Orinoquia occidental	CASANARE	HATO COROZAL	0.02	0.06	-23.26	53.27	50.57	49.68	0.47	0.52
9735	-70.825	6.125	Orinoquia occidental	CASANARE	HATO COROZAL	0.05	0.06	-16.28	52.82	51.8	52.45	0.54	0.51
9736	-70.775	6.125	Orinoquia occidental	CASANARE	HATO COROZAL	0.04	0.1	-2.33	53.49	55.03	55.84	0.53	0.59
9737	-70.725	6.125	Orinoquia occidental	CASANARE	HATO COROZAL	0.03	0.09	-16.28	53.16	53.58	56.19	0.54	0.59
9738	-70.675	6.125	Orinoquia occidental	CASANARE	HATO COROZAL	-0.02	-0.01	-2.33	49.83	50	51.14	0.5	0.52
9739	-70.625	6.125	Orinoquia occidental	CASANARE	HATO COROZAL	-0.04	-0.01	-23.26	49.28	49.27	49.84	0.44	0.56
9740	-70.575	6.125	Orinoquia occidental	CASANARE	HATO COROZAL	-0.03	-0.01	-2.33	49.72	50.65	49.35	0.45	0.53
9741	-70.525	6.125	Orinoquia occidental	CASANARE	HATO COROZAL	-0.04	-0.04	-2.33	48.39	50	48.7	0.44	0.52
9742	-70.475	6.125	Orinoquia occidental	CASANARE	HATO COROZAL	-0.01	0.03	-30.23	51.16	52.35	51.95	0.45	0.59
9743	-70.425	6.125	Orinoquia occidental	CASANARE	HATO COROZAL	-0.04	-0.01	-23.26	49.72	57.06	55.68	0.47	0.66
9744	-70.375	6.125	Orinoquia occidental	CASANARE	HATO COROZAL	-0.03	-0.01	-16.28	49.72	54.06	54.22	0.5	0.59
9745	-70.325	6.125	Orinoquia occidental	CASANARE	PAZ DE ARIPORO	-0.02	-0.04	-9.3	49.17	51.14	46.02	0.42	0.49
9746	-70.275	6.125	Orinoquia occidental	CASANARE	HATO COROZAL	-0.08	-0.05	-16.28	48.73	53.41	46.5	0.38	0.52
9747	-70.225	6.125	Orinoquia occidental	CASANARE	HATO COROZAL	-0.06	-0.07	-23.26	48.5	52.35	46.59	0.34	0.57
9748	-70.175	6.125	Orinoquia occidental	CASANARE	HATO COROZAL	-0.04	-0.04	-30.23	49.83	55.19	46.59	0.34	0.56
9749	-70.125	6.125	Orinoquia occidental	CASANARE	HATO COROZAL	-0.09	-0.08	-37.21	47.95	51.62	45.94	0.34	0.57
9750	-70.075	6.125	Orinoquia occidental	CASANARE	HATO COROZAL	-0.03	0.01	-30.23	50.5	53.92	52.61	0.44	0.61
9751	-70.025	6.125	Orinoquia occidental	CASANARE	HATO COROZAL	-0.04	0.02	-16.28	50.94	56.83	52.2	0.42	0.61
9752	-69.975	6.125	Orinoquia occidental	CASANARE	HATO COROZAL	0	0.03	-16.28	51.61	56.83	54.63	0.48	0.62
9753	-69.925	6.125	Orinoquia occidental	ARAUCA	CRAVO NORTE	0.09	0.08	-23.26	53.16	54.55	53.66	0.44	0.63
9754	-69.875	6.125	Orinoquia occidental	ARAUCA	CRAVO NORTE	0.07	0.07	-23.26	53.05	53.98	52.27	0.43	0.61
9755	-69.825	6.125	Orinoquia occidental	ARAUCA	CRAVO NORTE	0.08	0.09	-16.28	54.04	54.71	51.79	0.41	0.61
9756	-69.775	6.125	Orinoquia occidental	ARAUCA	CRAVO NORTE	0.1	0.08	2.33	53.71	56.83	54.31	0.52	0.56
9757	-69.725	6.125	Orinoquia occidental	ARAUCA	CRAVO NORTE	0.1	0.15	-2.33	54.93	55.62	56.84	0.54	0.61
9758	-69.675	6.125	Orinoquia occidental	ARAUCA	CRAVO NORTE	0.1	0.12	2.33	53.71	58.14	56.84	0.54	0.61
9759	-69.625	6.125	Orinoquia occidental	ARAUCA	CRAVO NORTE	0.09	0.12	-23.26	54.82	56.66	54.11	0.49	0.59
9760	-69.575	6.125	Orinoquia occidental	ARAUCA	CRAVO NORTE	0.05	0.07	-9.3	52.38	54.55	53.17	0.5	0.55
9761	-69.525	6.125	Orinoquia occidental	ARAUCA	CRAVO NORTE	0.02	0.03	-9.3	51.5	54.55	52.85	0.5	0.55
9762	-69.475	6.125	Orinoquia oriental	ARAUCA	CRAVO NORTE	0.46	0.42	26.74	64.78	66.72	66.88	0.76	0.62
9763	-69.425	6.125	Orinoquia oriental	VICHADA	LA PRIMAVERA	0.43	0.39	16.28	63.57	65.93	68.94	0.74	0.69
9764	-69.375	6.125	Orinoquia oriental	VICHADA	LA PRIMAVERA	0.42	0.39	19.77	63.68	63.8	66.07	0.7	0.66
9765	-69.325	6.125	Orinoquia oriental	VICHADA	LA PRIMAVERA	0.41	0.36	19.77	62.13	59.58	62.5	0.7	0.58
9766	-69.225	6.125	Orinoquia oriental	VICHADA	LA PRIMAVERA	0.39	0.31	19.77	60.13	59.07	64.87	0.72	0.61
9767	-69.175	6.125	Orinoquia oriental	VICHADA	LA PRIMAVERA	0.37	0.31	16.28	60.13	58.2	61.53	0.68	0.59
9768	-69.125	6.125	Orinoquia oriental	VICHADA	LA PRIMAVERA	0.37	0.29	16.28	59.58	60.47	63.15	0.68	0.62
9769	-69.075	6.125	Orinoquia oriental	VICHADA	LA PRIMAVERA	0.39	0.32	26.74	60.69	68.08	66.12	0.75	0.61
9770	-69.025	6.125	Orinoquia oriental	VICHADA	LA PRIMAVERA	0.38	0.32	30.23	60.69	65.64	68.24	0.75	0.64
9771	-68.975	6.125	Orinoquia oriental	VICHADA	LA PRIMAVERA	0.37	0.3	19.77	59.69	64.55	64.39	0.72	0.61
9772	-68.925	6.125	Orinoquia oriental	VICHADA	LA PRIMAVERA	0.36	0.28	26.74	59.14	65.12	64.23	0.71	0.61
9773	-68.875	6.125	Orinoquia oriental	VICHADA	LA PRIMAVERA	0.37	0.31	23.26	59.8	65.93	65.85	0.75	0.61
9774	-68.825	6.125	Orinoquia oriental	VICHADA	LA PRIMAVERA	0.39	0.33	19.77	61.9	67.81	66.18	0.75	0.61
9775	-68.775	6.125	Orinoquia oriental	VICHADA	PUERTO CARREÑO	0.39	0.35	16.28	62.13	64.39	64.39	0.72	0.61
9776	-68.725	6.125	Orinoquia oriental	VICHADA	PUERTO CARREÑO	0.37	0.32	19.77	61.46	64.63	64.07	0.71	0.61
9777	-68.675	6.125	Orinoquia oriental	VICHADA	PUERTO CARREÑO	0.38	0.34	26.74	61.35	62.99	66.07	0.72	0.64
9778	-68.625	6.125	Orinoquia oriental	VICHADA	PUERTO CARREÑO	0.37	0.33	19.77	60.91	62.93	66.99	0.72	0.66
9779	-68.575	6.125	Orinoquia oriental	VICHADA	PUERTO CARREÑO	0.37	0.34	19.77	61.46	62.18	66.23	0.7	0.66
9780	-68.525	6.125	Orinoquia oriental	VICHADA	PUERTO CARREÑO	0.36	0.36	16.28	62.02	60.91	64.01	0.65	0.67
9781	-68.475	6.125	Orinoquia oriental	VICHADA	PUERTO CARREÑO	0.37	0.36	16.28	62.35	61.54	64.98	0.67	0.67
9782	-68.425	6.125	Orinoquia oriental	VICHADA	PUERTO CARREÑO	0.36	0.38	19.77	62.79	63.67	65.14	0.67	0.67
9783	-68.375	6.125	Orinoquia oriental	VICHADA	PUERTO CARREÑO	0.33	0.34	16.28	61.24	59.33	63.15	0.67	0.64
9784	-68.325	6.125	Orinoquia oriental	VICHADA	PUERTO CARREÑO	0.35	0.35	16.28	61.46	62.44	62.76	0.66	0.63
9785	-68.275	6.125	Orinoquia oriental	VICHADA	PUERTO CARREÑO	0.35	0.35	16.28	62.02	60.96	63.8	0.65	0.66
9786	-68.225	6.125	Orinoquia oriental	VICHADA	PUERTO CARREÑO	0.36	0.36	19.77	61.68	63.9	67.64	0.67	0.72
9787	-68.175	6.125	Orinoquia oriental	VICHADA	PUERTO CARREÑO	0.38	0.37	16.28	62.57	64.09	69.54	0.67	0.75
9788	-68.125	6.125	Orinoquia oriental	VICHADA	PUERTO CARREÑO	0.37	0.36	26.74	62.13	67.53	70.62	0.71	0.74
9789	-68.075	6.125	Orinoquia oriental	VICHADA	PUERTO CARREÑO	0.36	0.38	30.23	62.9	67.94	70.94	0.71	0.75
9790	-68.025	6.125	Orinoquia oriental	VICHADA	PUERTO CARREÑO	0.37	0.39	19.77	62.79	67.29	72.24	0.71	0.78
9791	-67.975	6.125	Orinoquia oriental	VICHADA	PUERTO CARREÑO	0.37	0.41	19.77	63.57	67.97	72.68	0.72	0.78
9792	-67.925	6.125	Orinoquia oriental	VICHADA	PUERTO CARREÑO	0.37	0.41	23.26	63.68	68.13	73.01	0.72	0.78
9793	-67.875	6.125	Orinoquia oriental	VICHADA	PUERTO CARREÑO	0.36	0.41	12.79	63.01	65.31	69.22	0.65	0.78
9794	-67.825	6.125	Orinoquia oriental	VICHADA	PUERTO CARREÑO	0.35	0.39	12.79	61.9	65.31	69.06	0.65	0.78
9795	-67.775	6.125	Orinoquia oriental	VICHADA	PUERTO CARREÑO	0.34	0.37	23.26	61.57	64.31	67.97	0.65	0.74
9796	-67.725	6.125	Orinoquia oriental	VICHADA	PUERTO CARREÑO	0.33	0.35	23.26	61.35	66.26	71.54	0.73	0.75
9797	-67.675	6.125	Orinoquia oriental	VICHADA	PUERTO CARREÑO	0.32	0.36	26.74	61.9	65.75	69.64	0.7	0.75
9798	-67.625	6.125	Orinoquia oriental	VICHADA	PUERTO CARREÑO	0.29	0.36	12.79	61.13	63.56	67.69	0.62	0.78
9799	-67.575	6.125	Orinoquia oriental	VICHADA	PUERTO CARREÑO	0.28	0.36	9.3	61.13	65.47	70.85	0.64	0.81
9800	-67.525	6.125	Orinoquia oriental	VICHADA	PUERTO CARREÑO	0.32	0.39	19.77	62.68	71.44	74.63	0.72	0.82
9801	-67.475	6.125	Orinoquia oriental	VICHADA	PUERTO CARREÑO	0.32	0.38	19.77	61.79	73.21	74.27	0.72	0.81
9802	-77.425	6.075	Pacífico norte y central	CHOCÓ	BAHÍA SOLANO	0.11	0.34	16.28	62.68	67.4	67.97	0.68	0.72
9803	-77.375	6.075	Pacífico norte y central	CHOCÓ	BAHÍA SOLANO	0.08	0.32	19.77	62.35	69.14	67.26	0.68	0.71
9804	-77.325	6.075	Pacífico norte y central	CHOCÓ	BAHÍA SOLANO	0.1	0.38	19.77	63.68	69.61	69.28	0.69	0.75
9805	-77.275	6.075	Pacífico norte y central	CHOCÓ	BOJAYÁ	0.08	0.37	19.77	63.68	71.73	69.77	0.69	0.75
9806	-77.225	6.075	Pacífico norte y central	CHOCÓ	BOJAYÁ	0.07	0.35	26.74	63.46	70.82	67.21	0.67	0.72
9807	-77.175	6.075	Pacífico norte y central	CHOCÓ	BOJAYÁ	0.08	0.36	23.26	63.46	70.57	67.54	0.68	0.72
9808	-77.125	6.075	Pacífico norte y central	CHOCÓ	QUIBDÓ	0.1	0.37	19.77	63.79	62.87	67.26	0.68	0.69
9809	-77.075	6.075	Pacífico norte y central	CHOCÓ	QUIBDÓ	0.11	0.36	16.28	63.34	64.07	67.15	0.7	0.67
9810	-77.025	6.075	Pacífico norte y central	CHOCÓ	QUIBDÓ	0.14	0.37	16.28	63.79	64.07	67.8	0.7	0.68
9811	-76.975	6.075	Pacífico norte y central	CHOCÓ	QUIBDÓ	0.12	0.36	19.77	63.23	65.91	68.99	0.7	0.72
9812	-76.925	6.075	Pacífico norte y central	CHOCÓ	MEDIO ATRATO	0.15	0.36	12.79	63.46	64.98	68.73	0.69	0.73
9813	-76.875	6.075	Pacífico norte y central	CHOCÓ	MEDIO ATRATO	0.17	0.36	9.3	63.01	64.71	66.67	0.67	0.7
9814	-76.825	6.075	Pacífico norte y central	CHOCÓ	MEDIO ATRATO	0.21	0.39	12.79	64.23	62.87	70.68	0.7	0.77
9815	-76.775	6.075	Pacífico norte y central	CHOCÓ	MEDIO ATRATO	0.24	0.4	19.77	65.12	68	71.5	0.69	0.77
9816	-76.725	6.075	Pacífico norte y central	CHOCÓ	MEDIO ATRATO	0.24	0.41	26.74	65.89	65.31	70.85	0.7	0.77
9817	-76.675	6.075	Pacífico norte y central	CHOCÓ	MEDIO ATRATO	0.25	0.42	26.74	66.11	65.28	70.57	0.69	0.77
9818	-76.625	6.075	Pacífico norte y central	CHOCÓ	MEDIO ATRATO	0.26	0.45	23.26	67	63.72	70.13	0.72	0.71
9819	-76.575	6.075	Pacífico norte y central	CHOCÓ	MEDIO ATRATO	0.28	0.44	19.77	66.22	62.91	69.97	0.73	0.7
9820	-76.525	6.075	Pacífico norte y central	CHOCÓ	MEDIO ATRATO	0.3	0.46	47.67	67.66	73.94	72.8	0.78	0.7
9821	-76.475	6.075	Pacífico norte y central	CHOCÓ	MEDIO ATRATO	0.31	0.48	23.26	68.22	65.87	71.71	0.74	0.72
9822	-76.425	6.075	Pacífico norte y central	CHOCÓ	MEDIO ATRATO	0.35	0.48	30.23	68.55	68.62	73.82	0.8	0.7
9823	-76.375	6.075	Pacífico norte y central	CHOCÓ	QUIBDÓ	0.32	0.44	37.21	67.33	65.83	73.21	0.78	0.7
9824	-76.325	6.075	Pacífico norte y central	CHOCÓ	QUIBDÓ	0.36	0.45	26.74	67.44	65.26	76.14	0.79	0.76
